# security split manifest (sample)
cusip,part
G6001H101,development
G6005C108,holdout
G60409110,development
G6055H106,development
G6055H155,development
G6065C113,development
G6071J128,holdout
G6077Y301,development
G6083M101,development
G6095L109,holdout
G6096M122,development
G61188101,development
G61188127,development
G61440106,development
G6146G109,development
G6146G117,development
G6169A104,holdout
G6180C105,development
G6180C113,holdout
G6181K114,development
G6181K122,holdout
G6202B101,holdout
G6202B119,holdout
G6209W108,development
G6209W116,development
G6209W124,development
G6223S117,holdout
G62264109,development
G62264133,holdout
G6301L109,development
G63113123,development
G63212107,development
G63212115,development
G63221108,development
G63221124,development
G63290103,holdout
G6331P104,development
G6332A106,holdout
G6333L200,development
G63365103,development
G63369105,development
G6359F137,development
G6360J102,development
G6360J136,holdout
G6362F108,development
G63638111,development
G6363K106,development
G6363T107,development
G6363T115,development
G63755105,development
G6375R107,development
G6375X120,development
G6391Y128,holdout
G6421C120,development
G6427C108,development
G6439S109,development
G6448C129,development
G64627105,development
G6476A102,development
G6476A128,development
G6483G100,holdout
G6483G209,development
G65163100,development
G65305107,development
G65431127,development
G6546R119,development
G6564A105,development
G65773106,development
G6593L122,development
G6593L130,development
G66721104,development
G6674U108,holdout
G6683N103,development
G6693P106,development
G6693P122,development
G6700G107,holdout
G6713S106,development
G6717R104,development
G6724L116,development
G6755S105,development
G6757R105,holdout
G6757R113,development
G6757R121,development
G6759A134,development
G6772F102,development
G6781F101,development
G6781F119,holdout
G67828205,development
G6791A100,development
G67927106,development
G67927114,development
G67927122,development
G6796W107,holdout
G6796W115,development
G6826S100,holdout
G6856M106,development
G6858G123,development
G6861F120,development
G68707101,development
G6882C106,development
G6891L105,holdout
G6925R102,holdout
G69451105,development
G69454117,development
G6964L115,development
G6964L206,development
G6S23K124,development
G6S34K105,development
G6S34K113,development
G6S38M107,development
G6S38M123,development
G6S41R101,development
G6S85D109,development
G70021111,development
G7006A109,development
G7006A117,development
G70077105,holdout
G7010A129,development
G7049C104,development
G7075R108,development
G71115102,development
G7111A101,holdout
G7117W123,development
G7122D102,development
G71264108,development
G7134A104,development
G7134L118,development
G71399102,development
G7144S103,development
G71604105,development
G71700101,development
G71700119,holdout
G71704111,development
G7173H101,development
G7185A128,development
G7185A136,holdout
G7185D114,development
G72007126,development
G72007134,development
G7200G100,holdout
G7200G118,development
G72228102,development
G72245106,development
G72245114,development
G72245122,development
G7241B110,development
G7243P109,development
G7243P117,development
G7244A119,development
G7244A127,holdout
G72556114,development
G7257A105,holdout
G7257A113,development
G7258M108,development
G7273A105,holdout
G72800108,development
G7307E123,development
G7308J105,development
G7308J113,development
G7309R106,development
G7309R114,development
G7310E128,development
G7314B104,development
G7315L127,development
G73167101,holdout
G73167127,development
G7318R121,development
G7330C110,development
G7375C124,development
G7377S119,development
G7385S101,development
G7385S119,development
G73944103,holdout
G73944129,development
G7396L111,development
G7410G106,development
G7415M124,holdout
G7415M132,holdout
G7445R101,development
G7483N111,development
G7483N129,development
G74847107,development
G7484L114,holdout
G7486B106,development
G7486J109,holdout
G7487R100,development
